"date","series","value","label"
2008-01-21,"SF61745",7.5,"Tasa objetivo Banco de México"
2008-01-22,"SF61745",7.5,"Tasa objetivo Banco de México"
2008-01-23,"SF61745",7.5,"Tasa objetivo Banco de México"
2008-01-24,"SF61745",7.5,"Tasa objetivo Banco de México"
2008-01-25,"SF61745",7.5,"Tasa objetivo Banco de México"
2008-01-28,"SF61745",7.5,"Tasa objetivo Banco de México"
2008-01-29,"SF61745",7.5,"Tasa objetivo Banco de México"
2008-01-30,"SF61745",7.5,"Tasa objetivo Banco de México"
2008-01-31,"SF61745",7.5,"Tasa objetivo Banco de México"
2008-02-01,"SF61745",7.5,"Tasa objetivo Banco de México"
2008-02-05,"SF61745",7.5,"Tasa objetivo Banco de México"
2008-02-06,"SF61745",7.5,"Tasa objetivo Banco de México"
2008-02-07,"SF61745",7.5,"Tasa objetivo Banco de México"
2008-02-08,"SF61745",7.5,"Tasa objetivo Banco de México"
2008-02-11,"SF61745",7.5,"Tasa objetivo Banco de México"
2008-02-12,"SF61745",7.5,"Tasa objetivo Banco de México"
2008-02-13,"SF61745",7.5,"Tasa objetivo Banco de México"
2008-02-14,"SF61745",7.5,"Tasa objetivo Banco de México"
2008-02-15,"SF61745",7.5,"Tasa objetivo Banco de México"
2008-02-18,"SF61745",7.5,"Tasa objetivo Banco de México"
2008-02-19,"SF61745",7.5,"Tasa objetivo Banco de México"
2008-02-20,"SF61745",7.5,"Tasa objetivo Banco de México"
2008-02-21,"SF61745",7.5,"Tasa objetivo Banco de México"
2008-02-22,"SF61745",7.5,"Tasa objetivo Banco de México"
2008-02-25,"SF61745",7.5,"Tasa objetivo Banco de México"
2008-02-26,"SF61745",7.5,"Tasa objetivo Banco de México"
2008-02-27,"SF61745",7.5,"Tasa objetivo Banco de México"
2008-02-28,"SF61745",7.5,"Tasa objetivo Banco de México"
2008-02-29,"SF61745",7.5,"Tasa objetivo Banco de México"
2008-03-03,"SF61745",7.5,"Tasa objetivo Banco de México"
2008-03-04,"SF61745",7.5,"Tasa objetivo Banco de México"
2008-03-05,"SF61745",7.5,"Tasa objetivo Banco de México"
2008-03-06,"SF61745",7.5,"Tasa objetivo Banco de México"
2008-03-07,"SF61745",7.5,"Tasa objetivo Banco de México"
2008-03-10,"SF61745",7.5,"Tasa objetivo Banco de México"
2008-03-11,"SF61745",7.5,"Tasa objetivo Banco de México"
2008-03-12,"SF61745",7.5,"Tasa objetivo Banco de México"
2008-03-13,"SF61745",7.5,"Tasa objetivo Banco de México"
2008-03-14,"SF61745",7.5,"Tasa objetivo Banco de México"
2008-03-18,"SF61745",7.5,"Tasa objetivo Banco de México"
2008-03-19,"SF61745",7.5,"Tasa objetivo Banco de México"
2008-03-24,"SF61745",7.5,"Tasa objetivo Banco de México"
2008-03-25,"SF61745",7.5,"Tasa objetivo Banco de México"
2008-03-26,"SF61745",7.5,"Tasa objetivo Banco de México"
2008-03-27,"SF61745",7.5,"Tasa objetivo Banco de México"
2008-03-28,"SF61745",7.5,"Tasa objetivo Banco de México"
2008-03-31,"SF61745",7.5,"Tasa objetivo Banco de México"
2008-04-01,"SF61745",7.5,"Tasa objetivo Banco de México"
2008-04-02,"SF61745",7.5,"Tasa objetivo Banco de México"
2008-04-03,"SF61745",7.5,"Tasa objetivo Banco de México"
2008-04-04,"SF61745",7.5,"Tasa objetivo Banco de México"
2008-04-07,"SF61745",7.5,"Tasa objetivo Banco de México"
2008-04-08,"SF61745",7.5,"Tasa objetivo Banco de México"
2008-04-09,"SF61745",7.5,"Tasa objetivo Banco de México"
2008-04-10,"SF61745",7.5,"Tasa objetivo Banco de México"
2008-04-11,"SF61745",7.5,"Tasa objetivo Banco de México"
2008-04-14,"SF61745",7.5,"Tasa objetivo Banco de México"
2008-04-15,"SF61745",7.5,"Tasa objetivo Banco de México"
2008-04-16,"SF61745",7.5,"Tasa objetivo Banco de México"
2008-04-17,"SF61745",7.5,"Tasa objetivo Banco de México"
2008-04-18,"SF61745",7.5,"Tasa objetivo Banco de México"
2008-04-21,"SF61745",7.5,"Tasa objetivo Banco de México"
2008-04-22,"SF61745",7.5,"Tasa objetivo Banco de México"
2008-04-23,"SF61745",7.5,"Tasa objetivo Banco de México"
2008-04-24,"SF61745",7.5,"Tasa objetivo Banco de México"
2008-04-25,"SF61745",7.5,"Tasa objetivo Banco de México"
2008-04-28,"SF61745",7.5,"Tasa objetivo Banco de México"
2008-04-29,"SF61745",7.5,"Tasa objetivo Banco de México"
2008-04-30,"SF61745",7.5,"Tasa objetivo Banco de México"
2008-05-02,"SF61745",7.5,"Tasa objetivo Banco de México"
2008-05-05,"SF61745",7.5,"Tasa objetivo Banco de México"
2008-05-06,"SF61745",7.5,"Tasa objetivo Banco de México"
2008-05-07,"SF61745",7.5,"Tasa objetivo Banco de México"
2008-05-08,"SF61745",7.5,"Tasa objetivo Banco de México"
2008-05-09,"SF61745",7.5,"Tasa objetivo Banco de México"
2008-05-12,"SF61745",7.5,"Tasa objetivo Banco de México"
2008-05-13,"SF61745",7.5,"Tasa objetivo Banco de México"
2008-05-14,"SF61745",7.5,"Tasa objetivo Banco de México"
2008-05-15,"SF61745",7.5,"Tasa objetivo Banco de México"
2008-05-16,"SF61745",7.5,"Tasa objetivo Banco de México"
2008-05-19,"SF61745",7.5,"Tasa objetivo Banco de México"
2008-05-20,"SF61745",7.5,"Tasa objetivo Banco de México"
2008-05-21,"SF61745",7.5,"Tasa objetivo Banco de México"
2008-05-22,"SF61745",7.5,"Tasa objetivo Banco de México"
2008-05-23,"SF61745",7.5,"Tasa objetivo Banco de México"
2008-05-26,"SF61745",7.5,"Tasa objetivo Banco de México"
2008-05-27,"SF61745",7.5,"Tasa objetivo Banco de México"
2008-05-28,"SF61745",7.5,"Tasa objetivo Banco de México"
2008-05-29,"SF61745",7.5,"Tasa objetivo Banco de México"
2008-05-30,"SF61745",7.5,"Tasa objetivo Banco de México"
2008-06-02,"SF61745",7.5,"Tasa objetivo Banco de México"
2008-06-03,"SF61745",7.5,"Tasa objetivo Banco de México"
2008-06-04,"SF61745",7.5,"Tasa objetivo Banco de México"
2008-06-05,"SF61745",7.5,"Tasa objetivo Banco de México"
2008-06-06,"SF61745",7.5,"Tasa objetivo Banco de México"
2008-06-09,"SF61745",7.5,"Tasa objetivo Banco de México"
2008-06-10,"SF61745",7.5,"Tasa objetivo Banco de México"
2008-06-11,"SF61745",7.5,"Tasa objetivo Banco de México"
2008-06-12,"SF61745",7.5,"Tasa objetivo Banco de México"
2008-06-13,"SF61745",7.5,"Tasa objetivo Banco de México"
2008-06-16,"SF61745",7.5,"Tasa objetivo Banco de México"
2008-06-17,"SF61745",7.5,"Tasa objetivo Banco de México"
2008-06-18,"SF61745",7.5,"Tasa objetivo Banco de México"
2008-06-19,"SF61745",7.5,"Tasa objetivo Banco de México"
2008-06-20,"SF61745",7.75,"Tasa objetivo Banco de México"
2008-06-23,"SF61745",7.75,"Tasa objetivo Banco de México"
2008-06-24,"SF61745",7.75,"Tasa objetivo Banco de México"
2008-06-25,"SF61745",7.75,"Tasa objetivo Banco de México"
2008-06-26,"SF61745",7.75,"Tasa objetivo Banco de México"
2008-06-27,"SF61745",7.75,"Tasa objetivo Banco de México"
2008-06-30,"SF61745",7.75,"Tasa objetivo Banco de México"
2008-07-01,"SF61745",7.75,"Tasa objetivo Banco de México"
2008-07-02,"SF61745",7.75,"Tasa objetivo Banco de México"
2008-07-03,"SF61745",7.75,"Tasa objetivo Banco de México"
2008-07-04,"SF61745",7.75,"Tasa objetivo Banco de México"
2008-07-07,"SF61745",7.75,"Tasa objetivo Banco de México"
2008-07-08,"SF61745",7.75,"Tasa objetivo Banco de México"
2008-07-09,"SF61745",7.75,"Tasa objetivo Banco de México"
2008-07-10,"SF61745",7.75,"Tasa objetivo Banco de México"
2008-07-11,"SF61745",7.75,"Tasa objetivo Banco de México"
2008-07-14,"SF61745",7.75,"Tasa objetivo Banco de México"
2008-07-15,"SF61745",7.75,"Tasa objetivo Banco de México"
2008-07-16,"SF61745",7.75,"Tasa objetivo Banco de México"
2008-07-17,"SF61745",7.75,"Tasa objetivo Banco de México"
2008-07-18,"SF61745",8,"Tasa objetivo Banco de México"
2008-07-21,"SF61745",8,"Tasa objetivo Banco de México"
2008-07-22,"SF61745",8,"Tasa objetivo Banco de México"
2008-07-23,"SF61745",8,"Tasa objetivo Banco de México"
2008-07-24,"SF61745",8,"Tasa objetivo Banco de México"
2008-07-25,"SF61745",8,"Tasa objetivo Banco de México"
2008-07-28,"SF61745",8,"Tasa objetivo Banco de México"
2008-07-29,"SF61745",8,"Tasa objetivo Banco de México"
2008-07-30,"SF61745",8,"Tasa objetivo Banco de México"
2008-07-31,"SF61745",8,"Tasa objetivo Banco de México"
2008-08-01,"SF61745",8,"Tasa objetivo Banco de México"
2008-08-04,"SF61745",8,"Tasa objetivo Banco de México"
2008-08-05,"SF61745",8,"Tasa objetivo Banco de México"
2008-08-06,"SF61745",8,"Tasa objetivo Banco de México"
2008-08-07,"SF61745",8,"Tasa objetivo Banco de México"
2008-08-08,"SF61745",8,"Tasa objetivo Banco de México"
2008-08-11,"SF61745",8,"Tasa objetivo Banco de México"
2008-08-12,"SF61745",8,"Tasa objetivo Banco de México"
2008-08-13,"SF61745",8,"Tasa objetivo Banco de México"
2008-08-14,"SF61745",8,"Tasa objetivo Banco de México"
2008-08-15,"SF61745",8.25,"Tasa objetivo Banco de México"
2008-08-18,"SF61745",8.25,"Tasa objetivo Banco de México"
2008-08-19,"SF61745",8.25,"Tasa objetivo Banco de México"
2008-08-20,"SF61745",8.25,"Tasa objetivo Banco de México"
2008-08-21,"SF61745",8.25,"Tasa objetivo Banco de México"
2008-08-22,"SF61745",8.25,"Tasa objetivo Banco de México"
2008-08-25,"SF61745",8.25,"Tasa objetivo Banco de México"
2008-08-26,"SF61745",8.25,"Tasa objetivo Banco de México"
2008-08-27,"SF61745",8.25,"Tasa objetivo Banco de México"
2008-08-28,"SF61745",8.25,"Tasa objetivo Banco de México"
2008-08-29,"SF61745",8.25,"Tasa objetivo Banco de México"
2008-09-01,"SF61745",8.25,"Tasa objetivo Banco de México"
2008-09-02,"SF61745",8.25,"Tasa objetivo Banco de México"
2008-09-03,"SF61745",8.25,"Tasa objetivo Banco de México"
2008-09-04,"SF61745",8.25,"Tasa objetivo Banco de México"
2008-09-05,"SF61745",8.25,"Tasa objetivo Banco de México"
2008-09-08,"SF61745",8.25,"Tasa objetivo Banco de México"
2008-09-09,"SF61745",8.25,"Tasa objetivo Banco de México"
2008-09-10,"SF61745",8.25,"Tasa objetivo Banco de México"
2008-09-11,"SF61745",8.25,"Tasa objetivo Banco de México"
2008-09-12,"SF61745",8.25,"Tasa objetivo Banco de México"
2008-09-15,"SF61745",8.25,"Tasa objetivo Banco de México"
2008-09-17,"SF61745",8.25,"Tasa objetivo Banco de México"
2008-09-18,"SF61745",8.25,"Tasa objetivo Banco de México"
2008-09-19,"SF61745",8.25,"Tasa objetivo Banco de México"
2008-09-22,"SF61745",8.25,"Tasa objetivo Banco de México"
2008-09-23,"SF61745",8.25,"Tasa objetivo Banco de México"
2008-09-24,"SF61745",8.25,"Tasa objetivo Banco de México"
2008-09-25,"SF61745",8.25,"Tasa objetivo Banco de México"
2008-09-26,"SF61745",8.25,"Tasa objetivo Banco de México"
2008-09-29,"SF61745",8.25,"Tasa objetivo Banco de México"
2008-09-30,"SF61745",8.25,"Tasa objetivo Banco de México"
2008-10-01,"SF61745",8.25,"Tasa objetivo Banco de México"
2008-10-02,"SF61745",8.25,"Tasa objetivo Banco de México"
2008-10-03,"SF61745",8.25,"Tasa objetivo Banco de México"
2008-10-06,"SF61745",8.25,"Tasa objetivo Banco de México"
2008-10-07,"SF61745",8.25,"Tasa objetivo Banco de México"
2008-10-08,"SF61745",8.25,"Tasa objetivo Banco de México"
2008-10-09,"SF61745",8.25,"Tasa objetivo Banco de México"
2008-10-10,"SF61745",8.25,"Tasa objetivo Banco de México"
2008-10-12,"SF61745",8.25,"Tasa objetivo Banco de México"
2008-10-13,"SF61745",8.25,"Tasa objetivo Banco de México"
2008-10-14,"SF61745",8.25,"Tasa objetivo Banco de México"
2008-10-15,"SF61745",8.25,"Tasa objetivo Banco de México"
2008-10-16,"SF61745",8.25,"Tasa objetivo Banco de México"
2008-10-17,"SF61745",8.25,"Tasa objetivo Banco de México"
2008-10-18,"SF61745",8.25,"Tasa objetivo Banco de México"
2008-10-19,"SF61745",8.25,"Tasa objetivo Banco de México"
2008-10-20,"SF61745",8.25,"Tasa objetivo Banco de México"
2008-10-21,"SF61745",8.25,"Tasa objetivo Banco de México"
2008-10-22,"SF61745",8.25,"Tasa objetivo Banco de México"
2008-10-23,"SF61745",8.25,"Tasa objetivo Banco de México"
2008-10-24,"SF61745",8.25,"Tasa objetivo Banco de México"
2008-10-25,"SF61745",8.25,"Tasa objetivo Banco de México"
2008-10-26,"SF61745",8.25,"Tasa objetivo Banco de México"
2008-10-27,"SF61745",8.25,"Tasa objetivo Banco de México"
2008-10-28,"SF61745",8.25,"Tasa objetivo Banco de México"
2008-10-29,"SF61745",8.25,"Tasa objetivo Banco de México"
2008-10-30,"SF61745",8.25,"Tasa objetivo Banco de México"
2008-10-31,"SF61745",8.25,"Tasa objetivo Banco de México"
2008-11-01,"SF61745",8.25,"Tasa objetivo Banco de México"
2008-11-02,"SF61745",8.25,"Tasa objetivo Banco de México"
2008-11-03,"SF61745",8.25,"Tasa objetivo Banco de México"
2008-11-04,"SF61745",8.25,"Tasa objetivo Banco de México"
2008-11-05,"SF61745",8.25,"Tasa objetivo Banco de México"
2008-11-06,"SF61745",8.25,"Tasa objetivo Banco de México"
2008-11-07,"SF61745",8.25,"Tasa objetivo Banco de México"
2008-11-08,"SF61745",8.25,"Tasa objetivo Banco de México"
2008-11-09,"SF61745",8.25,"Tasa objetivo Banco de México"
2008-11-10,"SF61745",8.25,"Tasa objetivo Banco de México"
2008-11-11,"SF61745",8.25,"Tasa objetivo Banco de México"
2008-11-12,"SF61745",8.25,"Tasa objetivo Banco de México"
2008-11-13,"SF61745",8.25,"Tasa objetivo Banco de México"
2008-11-14,"SF61745",8.25,"Tasa objetivo Banco de México"
2008-11-15,"SF61745",8.25,"Tasa objetivo Banco de México"
2008-11-16,"SF61745",8.25,"Tasa objetivo Banco de México"
2008-11-17,"SF61745",8.25,"Tasa objetivo Banco de México"
2008-11-18,"SF61745",8.25,"Tasa objetivo Banco de México"
2008-11-19,"SF61745",8.25,"Tasa objetivo Banco de México"
2008-11-20,"SF61745",8.25,"Tasa objetivo Banco de México"
2008-11-21,"SF61745",8.25,"Tasa objetivo Banco de México"
2008-11-22,"SF61745",8.25,"Tasa objetivo Banco de México"
2008-11-23,"SF61745",8.25,"Tasa objetivo Banco de México"
2008-11-24,"SF61745",8.25,"Tasa objetivo Banco de México"
2008-11-25,"SF61745",8.25,"Tasa objetivo Banco de México"
2008-11-26,"SF61745",8.25,"Tasa objetivo Banco de México"
2008-11-27,"SF61745",8.25,"Tasa objetivo Banco de México"
2008-11-28,"SF61745",8.25,"Tasa objetivo Banco de México"
2008-11-29,"SF61745",8.25,"Tasa objetivo Banco de México"
2008-11-30,"SF61745",8.25,"Tasa objetivo Banco de México"
2008-12-01,"SF61745",8.25,"Tasa objetivo Banco de México"
2008-12-02,"SF61745",8.25,"Tasa objetivo Banco de México"
2008-12-03,"SF61745",8.25,"Tasa objetivo Banco de México"
2008-12-04,"SF61745",8.25,"Tasa objetivo Banco de México"
2008-12-05,"SF61745",8.25,"Tasa objetivo Banco de México"
2008-12-06,"SF61745",8.25,"Tasa objetivo Banco de México"
2008-12-07,"SF61745",8.25,"Tasa objetivo Banco de México"
2008-12-08,"SF61745",8.25,"Tasa objetivo Banco de México"
2008-12-09,"SF61745",8.25,"Tasa objetivo Banco de México"
2008-12-10,"SF61745",8.25,"Tasa objetivo Banco de México"
2008-12-11,"SF61745",8.25,"Tasa objetivo Banco de México"
2008-12-12,"SF61745",8.25,"Tasa objetivo Banco de México"
2008-12-13,"SF61745",8.25,"Tasa objetivo Banco de México"
2008-12-14,"SF61745",8.25,"Tasa objetivo Banco de México"
2008-12-15,"SF61745",8.25,"Tasa objetivo Banco de México"
2008-12-16,"SF61745",8.25,"Tasa objetivo Banco de México"
2008-12-17,"SF61745",8.25,"Tasa objetivo Banco de México"
2008-12-18,"SF61745",8.25,"Tasa objetivo Banco de México"
2008-12-19,"SF61745",8.25,"Tasa objetivo Banco de México"
2008-12-20,"SF61745",8.25,"Tasa objetivo Banco de México"
2008-12-21,"SF61745",8.25,"Tasa objetivo Banco de México"
2008-12-22,"SF61745",8.25,"Tasa objetivo Banco de México"
2008-12-23,"SF61745",8.25,"Tasa objetivo Banco de México"
2008-12-24,"SF61745",8.25,"Tasa objetivo Banco de México"
2008-12-25,"SF61745",8.25,"Tasa objetivo Banco de México"
2008-12-26,"SF61745",8.25,"Tasa objetivo Banco de México"
2008-12-27,"SF61745",8.25,"Tasa objetivo Banco de México"
2008-12-28,"SF61745",8.25,"Tasa objetivo Banco de México"
2008-12-29,"SF61745",8.25,"Tasa objetivo Banco de México"
2008-12-30,"SF61745",8.25,"Tasa objetivo Banco de México"
2008-12-31,"SF61745",8.25,"Tasa objetivo Banco de México"
2009-01-01,"SF61745",8.25,"Tasa objetivo Banco de México"
2009-01-02,"SF61745",8.25,"Tasa objetivo Banco de México"
2009-01-03,"SF61745",8.25,"Tasa objetivo Banco de México"
2009-01-04,"SF61745",8.25,"Tasa objetivo Banco de México"
2009-01-05,"SF61745",8.25,"Tasa objetivo Banco de México"
2009-01-06,"SF61745",8.25,"Tasa objetivo Banco de México"
2009-01-07,"SF61745",8.25,"Tasa objetivo Banco de México"
2009-01-08,"SF61745",8.25,"Tasa objetivo Banco de México"
2009-01-09,"SF61745",8.25,"Tasa objetivo Banco de México"
2009-01-10,"SF61745",8.25,"Tasa objetivo Banco de México"
2009-01-11,"SF61745",8.25,"Tasa objetivo Banco de México"
2009-01-12,"SF61745",8.25,"Tasa objetivo Banco de México"
2009-01-13,"SF61745",8.25,"Tasa objetivo Banco de México"
2009-01-14,"SF61745",8.25,"Tasa objetivo Banco de México"
2009-01-15,"SF61745",8.25,"Tasa objetivo Banco de México"
2009-01-16,"SF61745",7.75,"Tasa objetivo Banco de México"
2009-01-17,"SF61745",7.75,"Tasa objetivo Banco de México"
2009-01-18,"SF61745",7.75,"Tasa objetivo Banco de México"
2009-01-19,"SF61745",7.75,"Tasa objetivo Banco de México"
2009-01-20,"SF61745",7.75,"Tasa objetivo Banco de México"
2009-01-21,"SF61745",7.75,"Tasa objetivo Banco de México"
2009-01-22,"SF61745",7.75,"Tasa objetivo Banco de México"
2009-01-23,"SF61745",7.75,"Tasa objetivo Banco de México"
2009-01-24,"SF61745",7.75,"Tasa objetivo Banco de México"
2009-01-25,"SF61745",7.75,"Tasa objetivo Banco de México"
2009-01-26,"SF61745",7.75,"Tasa objetivo Banco de México"
2009-01-27,"SF61745",7.75,"Tasa objetivo Banco de México"
2009-01-28,"SF61745",7.75,"Tasa objetivo Banco de México"
2009-01-29,"SF61745",7.75,"Tasa objetivo Banco de México"
2009-01-30,"SF61745",7.75,"Tasa objetivo Banco de México"
2009-01-31,"SF61745",7.75,"Tasa objetivo Banco de México"
2009-02-01,"SF61745",7.75,"Tasa objetivo Banco de México"
2009-02-02,"SF61745",7.75,"Tasa objetivo Banco de México"
2009-02-03,"SF61745",7.75,"Tasa objetivo Banco de México"
2009-02-04,"SF61745",7.75,"Tasa objetivo Banco de México"
2009-02-05,"SF61745",7.75,"Tasa objetivo Banco de México"
2009-02-06,"SF61745",7.75,"Tasa objetivo Banco de México"
2009-02-07,"SF61745",7.75,"Tasa objetivo Banco de México"
2009-02-08,"SF61745",7.75,"Tasa objetivo Banco de México"
2009-02-09,"SF61745",7.75,"Tasa objetivo Banco de México"
2009-02-10,"SF61745",7.75,"Tasa objetivo Banco de México"
2009-02-11,"SF61745",7.75,"Tasa objetivo Banco de México"
2009-02-12,"SF61745",7.75,"Tasa objetivo Banco de México"
2009-02-13,"SF61745",7.75,"Tasa objetivo Banco de México"
2009-02-14,"SF61745",7.75,"Tasa objetivo Banco de México"
2009-02-15,"SF61745",7.75,"Tasa objetivo Banco de México"
2009-02-16,"SF61745",7.75,"Tasa objetivo Banco de México"
2009-02-17,"SF61745",7.75,"Tasa objetivo Banco de México"
2009-02-18,"SF61745",7.75,"Tasa objetivo Banco de México"
2009-02-19,"SF61745",7.75,"Tasa objetivo Banco de México"
2009-02-20,"SF61745",7.5,"Tasa objetivo Banco de México"
2009-02-21,"SF61745",7.5,"Tasa objetivo Banco de México"
2009-02-22,"SF61745",7.5,"Tasa objetivo Banco de México"
2009-02-23,"SF61745",7.5,"Tasa objetivo Banco de México"
2009-02-24,"SF61745",7.5,"Tasa objetivo Banco de México"
2009-02-25,"SF61745",7.5,"Tasa objetivo Banco de México"
2009-02-26,"SF61745",7.5,"Tasa objetivo Banco de México"
2009-02-27,"SF61745",7.5,"Tasa objetivo Banco de México"
2009-02-28,"SF61745",7.5,"Tasa objetivo Banco de México"
2009-03-01,"SF61745",7.5,"Tasa objetivo Banco de México"
2009-03-02,"SF61745",7.5,"Tasa objetivo Banco de México"
2009-03-03,"SF61745",7.5,"Tasa objetivo Banco de México"
2009-03-04,"SF61745",7.5,"Tasa objetivo Banco de México"
2009-03-05,"SF61745",7.5,"Tasa objetivo Banco de México"
2009-03-06,"SF61745",7.5,"Tasa objetivo Banco de México"
2009-03-07,"SF61745",7.5,"Tasa objetivo Banco de México"
2009-03-08,"SF61745",7.5,"Tasa objetivo Banco de México"
2009-03-09,"SF61745",7.5,"Tasa objetivo Banco de México"
2009-03-10,"SF61745",7.5,"Tasa objetivo Banco de México"
2009-03-11,"SF61745",7.5,"Tasa objetivo Banco de México"
2009-03-12,"SF61745",7.5,"Tasa objetivo Banco de México"
2009-03-13,"SF61745",7.5,"Tasa objetivo Banco de México"
2009-03-14,"SF61745",7.5,"Tasa objetivo Banco de México"
2009-03-15,"SF61745",7.5,"Tasa objetivo Banco de México"
2009-03-16,"SF61745",7.5,"Tasa objetivo Banco de México"
2009-03-17,"SF61745",7.5,"Tasa objetivo Banco de México"
2009-03-18,"SF61745",7.5,"Tasa objetivo Banco de México"
2009-03-19,"SF61745",7.5,"Tasa objetivo Banco de México"
2009-03-20,"SF61745",6.75,"Tasa objetivo Banco de México"
2009-03-21,"SF61745",6.75,"Tasa objetivo Banco de México"
2009-03-22,"SF61745",6.75,"Tasa objetivo Banco de México"
2009-03-23,"SF61745",6.75,"Tasa objetivo Banco de México"
2009-03-24,"SF61745",6.75,"Tasa objetivo Banco de México"
2009-03-25,"SF61745",6.75,"Tasa objetivo Banco de México"
2009-03-26,"SF61745",6.75,"Tasa objetivo Banco de México"
2009-03-27,"SF61745",6.75,"Tasa objetivo Banco de México"
2009-03-28,"SF61745",6.75,"Tasa objetivo Banco de México"
2009-03-29,"SF61745",6.75,"Tasa objetivo Banco de México"
2009-03-30,"SF61745",6.75,"Tasa objetivo Banco de México"
2009-03-31,"SF61745",6.75,"Tasa objetivo Banco de México"
2009-04-01,"SF61745",6.75,"Tasa objetivo Banco de México"
2009-04-02,"SF61745",6.75,"Tasa objetivo Banco de México"
2009-04-03,"SF61745",6.75,"Tasa objetivo Banco de México"
2009-04-04,"SF61745",6.75,"Tasa objetivo Banco de México"
2009-04-05,"SF61745",6.75,"Tasa objetivo Banco de México"
2009-04-06,"SF61745",6.75,"Tasa objetivo Banco de México"
2009-04-07,"SF61745",6.75,"Tasa objetivo Banco de México"
2009-04-08,"SF61745",6.75,"Tasa objetivo Banco de México"
2009-04-09,"SF61745",6.75,"Tasa objetivo Banco de México"
2009-04-10,"SF61745",6.75,"Tasa objetivo Banco de México"
2009-04-11,"SF61745",6.75,"Tasa objetivo Banco de México"
2009-04-12,"SF61745",6.75,"Tasa objetivo Banco de México"
2009-04-13,"SF61745",6.75,"Tasa objetivo Banco de México"
2009-04-14,"SF61745",6.75,"Tasa objetivo Banco de México"
2009-04-15,"SF61745",6.75,"Tasa objetivo Banco de México"
2009-04-16,"SF61745",6.75,"Tasa objetivo Banco de México"
2009-04-17,"SF61745",6,"Tasa objetivo Banco de México"
2009-04-18,"SF61745",6,"Tasa objetivo Banco de México"
2009-04-19,"SF61745",6,"Tasa objetivo Banco de México"
2009-04-20,"SF61745",6,"Tasa objetivo Banco de México"
2009-04-21,"SF61745",6,"Tasa objetivo Banco de México"
2009-04-22,"SF61745",6,"Tasa objetivo Banco de México"
2009-04-23,"SF61745",6,"Tasa objetivo Banco de México"
2009-04-24,"SF61745",6,"Tasa objetivo Banco de México"
2009-04-25,"SF61745",6,"Tasa objetivo Banco de México"
2009-04-26,"SF61745",6,"Tasa objetivo Banco de México"
2009-04-27,"SF61745",6,"Tasa objetivo Banco de México"
2009-04-28,"SF61745",6,"Tasa objetivo Banco de México"
2009-04-29,"SF61745",6,"Tasa objetivo Banco de México"
2009-04-30,"SF61745",6,"Tasa objetivo Banco de México"
2009-05-01,"SF61745",6,"Tasa objetivo Banco de México"
2009-05-02,"SF61745",6,"Tasa objetivo Banco de México"
2009-05-03,"SF61745",6,"Tasa objetivo Banco de México"
2009-05-04,"SF61745",6,"Tasa objetivo Banco de México"
2009-05-05,"SF61745",6,"Tasa objetivo Banco de México"
2009-05-06,"SF61745",6,"Tasa objetivo Banco de México"
2009-05-07,"SF61745",6,"Tasa objetivo Banco de México"
2009-05-08,"SF61745",6,"Tasa objetivo Banco de México"
2009-05-09,"SF61745",6,"Tasa objetivo Banco de México"
2009-05-10,"SF61745",6,"Tasa objetivo Banco de México"
2009-05-11,"SF61745",6,"Tasa objetivo Banco de México"
2009-05-12,"SF61745",6,"Tasa objetivo Banco de México"
2009-05-13,"SF61745",6,"Tasa objetivo Banco de México"
2009-05-14,"SF61745",6,"Tasa objetivo Banco de México"
2009-05-15,"SF61745",5.25,"Tasa objetivo Banco de México"
2009-05-16,"SF61745",5.25,"Tasa objetivo Banco de México"
2009-05-17,"SF61745",5.25,"Tasa objetivo Banco de México"
2009-05-18,"SF61745",5.25,"Tasa objetivo Banco de México"
2009-05-19,"SF61745",5.25,"Tasa objetivo Banco de México"
2009-05-20,"SF61745",5.25,"Tasa objetivo Banco de México"
2009-05-21,"SF61745",5.25,"Tasa objetivo Banco de México"
2009-05-22,"SF61745",5.25,"Tasa objetivo Banco de México"
2009-05-23,"SF61745",5.25,"Tasa objetivo Banco de México"
2009-05-24,"SF61745",5.25,"Tasa objetivo Banco de México"
2009-05-25,"SF61745",5.25,"Tasa objetivo Banco de México"
2009-05-26,"SF61745",5.25,"Tasa objetivo Banco de México"
2009-05-27,"SF61745",5.25,"Tasa objetivo Banco de México"
2009-05-28,"SF61745",5.25,"Tasa objetivo Banco de México"
2009-05-29,"SF61745",5.25,"Tasa objetivo Banco de México"
2009-05-30,"SF61745",5.25,"Tasa objetivo Banco de México"
2009-05-31,"SF61745",5.25,"Tasa objetivo Banco de México"
2009-06-01,"SF61745",5.25,"Tasa objetivo Banco de México"
2009-06-02,"SF61745",5.25,"Tasa objetivo Banco de México"
2009-06-03,"SF61745",5.25,"Tasa objetivo Banco de México"
2009-06-04,"SF61745",5.25,"Tasa objetivo Banco de México"
2009-06-05,"SF61745",5.25,"Tasa objetivo Banco de México"
2009-06-06,"SF61745",5.25,"Tasa objetivo Banco de México"
2009-06-07,"SF61745",5.25,"Tasa objetivo Banco de México"
2009-06-08,"SF61745",5.25,"Tasa objetivo Banco de México"
2009-06-09,"SF61745",5.25,"Tasa objetivo Banco de México"
2009-06-10,"SF61745",5.25,"Tasa objetivo Banco de México"
